#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
15960.30 2.56e-09 7.39e-03 9.93e-01 6.84e-06 5.23e-24 9.92e-38 1.53e-38 
16187.41 1.21e-08 2.07e-02 9.79e-01 8.82e-07 1.65e-26 1.59e-37 2.51e-38 
16354.17 4.98e-08 5.36e-02 9.46e-01 1.09e-07 1.11e-29 2.71e-37 4.34e-38 
16484.18 1.02e-07 9.03e-02 9.10e-01 6.11e-08 1.88e-29 4.44e-37 7.21e-38 
16593.12 1.67e-07 1.34e-01 8.66e-01 1.16e-08 3.08e-33 6.48e-37 1.06e-37 
16691.99 1.92e-07 1.53e-01 8.47e-01 6.87e-09 3.61e-34 8.45e-37 1.40e-37 
16788.59 3.22e-07 2.25e-01 7.75e-01 2.23e-09 3.97e-36 1.05e-36 1.76e-37 
16888.37 4.43e-07 2.90e-01 7.10e-01 8.46e-10 4.96e-36 1.32e-36 2.21e-37 
16998.79 8.19e-07 4.19e-01 5.81e-01 2.29e-10 6.38e-36 1.69e-36 2.86e-37 
17146.37 1.45e-06 5.75e-01 4.25e-01 5.24e-11 8.58e-36 2.27e-36 3.87e-37 
17415.23 2.36e-06 7.42e-01 2.58e-01 5.27e-12 1.32e-35 3.47e-36 6.01e-37 
17888.12 4.61e-06 9.21e-01 7.95e-02 7.90e-14 2.68e-35 7.02e-36 1.24e-36 
18532.37 9.39e-06 9.87e-01 1.27e-02 1.68e-16 4.84e-35 1.26e-35 2.29e-36 
19260.76 1.39e-05 9.98e-01 2.43e-03 6.11e-19 7.57e-35 1.96e-35 3.64e-36 
20034.10 1.47e-05 9.99e-01 8.24e-04 1.01e-20 1.05e-34 2.71e-35 5.14e-36 
20838.00 2.59e-05 1.00e+00 1.56e-04 3.38e-23 1.24e-34 3.18e-35 6.13e-36 
21647.97 3.09e-05 1.00e+00 6.02e-05 1.37e-24 1.26e-34 3.22e-35 6.29e-36 
22447.94 4.26e-05 1.00e+00 2.31e-05 6.73e-26 1.46e-34 3.70e-35 7.32e-36 
23245.88 6.34e-05 1.00e+00 6.65e-06 2.08e-27 1.81e-34 4.60e-35 9.19e-36 
24052.47 7.61e-05 1.00e+00 4.95e-06 3.82e-27 2.22e-34 5.62e-35 1.13e-35 
24867.72 8.39e-05 1.00e+00 2.09e-06 3.84e-27 2.58e-34 6.52e-35 1.33e-35 
25698.86 1.41e-04 1.00e+00 4.28e-07 3.14e-27 2.91e-34 7.33e-35 1.51e-35 
26587.16 1.17e-04 1.00e+00 1.72e-07 3.92e-27 3.31e-34 8.32e-35 1.72e-35 
27637.54 2.08e-04 1.00e+00 7.91e-08 8.02e-27 3.89e-34 9.73e-35 2.04e-35 
28986.97 2.90e-04 1.00e+00 2.64e-08 1.67e-26 4.88e-34 1.22e-34 2.59e-35 
#TIME: 4.40 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 3.67e-18 5.33e-11 5.00e-05 4.86e-01 5.13e-01 1.77e-03 6.95e-09 
999.11 1.95e-19 3.47e-12 6.31e-06 1.85e-01 7.94e-01 2.03e-02 1.04e-06 
1267.34 1.08e-20 2.38e-13 6.55e-07 4.53e-02 8.08e-01 1.47e-01 8.13e-05 
1514.05 1.32e-21 3.17e-14 1.09e-07 1.31e-02 5.89e-01 3.97e-01 1.06e-03 
1808.80 1.43e-22 4.00e-15 1.82e-08 3.58e-03 3.44e-01 6.47e-01 5.99e-03 
1919.29 1.63e-23 4.96e-16 2.69e-09 7.61e-04 1.64e-01 8.10e-01 2.49e-02 
2160.92 1.23e-24 4.54e-17 3.85e-10 1.76e-04 8.32e-02 8.57e-01 5.98e-02 
2292.92 1.30e-25 4.98e-18 4.24e-11 2.88e-05 3.83e-02 8.15e-01 1.47e-01 
2432.98 4.49e-26 1.98e-18 2.16e-11 1.80e-05 2.93e-02 7.92e-01 1.79e-01 
2581.60 2.07e-26 1.00e-18 1.25e-11 1.22e-05 2.40e-02 7.73e-01 2.03e-01 
2739.29 9.84e-27 5.27e-19 7.98e-12 8.92e-06 1.99e-02 7.47e-01 2.33e-01 
2906.62 6.52e-27 3.72e-19 6.14e-12 7.50e-06 1.82e-02 7.35e-01 2.47e-01 
3084.17 4.16e-27 2.60e-19 4.80e-12 6.51e-06 1.72e-02 7.35e-01 2.47e-01 
3272.56 2.46e-27 1.70e-19 3.57e-12 5.47e-06 1.61e-02 7.36e-01 2.48e-01 
3472.46 1.75e-27 1.35e-19 3.25e-12 5.44e-06 1.65e-02 7.52e-01 2.32e-01 
3684.57 1.10e-27 9.59e-20 2.75e-12 5.12e-06 1.62e-02 7.64e-01 2.20e-01 
3909.64 5.98e-28 6.00e-20 2.04e-12 4.30e-06 1.48e-02 7.69e-01 2.17e-01 
4148.46 5.59e-28 6.03e-20 2.21e-12 4.81e-06 1.61e-02 7.94e-01 1.90e-01 
4401.86 1.13e-27 1.15e-19 3.82e-12 7.45e-06 2.11e-02 8.34e-01 1.45e-01 
4670.75 2.04e-27 2.05e-19 6.45e-12 1.15e-05 2.75e-02 8.59e-01 1.13e-01 
4956.05 1.93e-27 2.15e-19 7.48e-12 1.39e-05 3.16e-02 8.75e-01 9.29e-02 
5258.79 1.71e-27 2.09e-19 7.73e-12 1.50e-05 3.42e-02 8.85e-01 8.04e-02 
5580.02 2.28e-27 2.93e-19 1.10e-11 2.08e-05 4.22e-02 8.94e-01 6.39e-02 
5920.87 2.72e-27 3.76e-19 1.53e-11 2.87e-05 5.20e-02 9.01e-01 4.74e-02 
6282.54 3.97e-27 5.66e-19 2.24e-11 4.03e-05 6.46e-02 9.02e-01 3.31e-02 
6666.30 6.60e-27 9.70e-19 3.87e-11 6.46e-05 8.55e-02 8.92e-01 2.22e-02 
7073.50 1.23e-26 1.80e-18 6.80e-11 1.03e-04 1.14e-01 8.72e-01 1.42e-02 
7505.58 2.12e-26 3.30e-18 1.30e-10 1.80e-04 1.55e-01 8.38e-01 7.24e-03 
7964.05 6.85e-26 1.09e-17 4.10e-10 4.67e-04 2.55e-01 7.42e-01 2.55e-03 
8450.53 4.15e-25 6.40e-17 2.08e-09 1.70e-03 4.76e-01 5.22e-01 4.89e-04 
8966.72 2.11e-24 3.16e-16 8.86e-09 5.00e-03 7.01e-01 2.94e-01 7.28e-05 
9514.44 1.65e-23 2.31e-15 5.02e-08 1.63e-02 8.86e-01 9.73e-02 3.56e-06 
10095.62 3.17e-22 3.93e-14 5.83e-07 7.98e-02 9.09e-01 1.11e-02 2.87e-08 
10712.30 1.21e-20 1.26e-12 1.02e-05 4.24e-01 5.76e-01 3.54e-04 1.12e-11 
11366.65 3.13e-19 2.77e-11 1.06e-04 9.27e-01 7.28e-02 7.35e-07 4.86e-17 
12061.10 7.98e-18 6.30e-10 9.58e-04 9.98e-01 1.42e-03 2.38e-11 4.69e-25 
12793.43 3.85e-16 2.54e-08 1.27e-02 9.87e-01 1.10e-05 2.38e-16 8.12e-34 
13528.61 4.77e-14 2.21e-06 2.49e-01 7.51e-01 1.81e-08 1.41e-22 1.34e-38 
14194.74 1.07e-12 3.53e-05 8.93e-01 1.07e-01 5.35e-12 4.47e-31 5.77e-39 
14757.77 6.73e-12 1.50e-04 9.93e-01 7.25e-03 1.76e-15 6.01e-38 8.49e-39 
15240.48 4.15e-11 5.45e-04 9.99e-01 5.87e-04 1.38e-18 7.50e-38 1.10e-38 
15646.99 2.92e-10 1.94e-03 9.98e-01 5.68e-05 1.19e-21 8.93e-38 1.35e-38 
15960.30 2.51e-09 7.45e-03 9.93e-01 5.68e-06 1.69e-24 1.05e-37 1.63e-38 
16187.41 1.34e-08 2.27e-02 9.77e-01 7.81e-07 1.65e-26 1.68e-37 2.66e-38 
16354.17 5.13e-08 5.56e-02 9.44e-01 1.03e-07 6.48e-30 2.87e-37 4.62e-38 
16484.18 9.97e-08 9.20e-02 9.08e-01 3.06e-08 3.11e-32 4.72e-37 7.66e-38 
16593.12 1.41e-07 1.23e-01 8.77e-01 1.30e-08 8.51e-36 6.89e-37 1.13e-37 
16691.99 2.43e-07 1.82e-01 8.18e-01 4.69e-09 2.64e-34 8.98e-37 1.49e-37 
16788.59 3.83e-07 2.53e-01 7.47e-01 1.42e-09 4.22e-36 1.12e-36 1.87e-37 
16888.37 4.75e-07 2.97e-01 7.03e-01 9.16e-10 5.27e-36 1.40e-36 2.35e-37 
16998.79 7.95e-07 4.19e-01 5.81e-01 2.04e-10 6.78e-36 1.80e-36 3.04e-37 
17146.37 1.14e-06 5.22e-01 4.78e-01 9.44e-11 9.12e-36 2.41e-36 4.12e-37 
17415.23 2.42e-06 7.65e-01 2.35e-01 2.89e-12 1.40e-35 3.68e-36 6.39e-37 
17888.12 4.63e-06 9.31e-01 6.85e-02 3.99e-14 2.85e-35 7.46e-36 1.32e-36 
18532.37 8.60e-06 9.87e-01 1.35e-02 3.11e-16 5.14e-35 1.34e-35 2.43e-36 
19260.76 1.35e-05 9.97e-01 2.97e-03 3.73e-18 8.04e-35 2.08e-35 3.87e-36 
20034.10 1.57e-05 9.99e-01 7.89e-04 8.83e-21 1.12e-34 2.88e-35 5.46e-36 
20838.00 2.19e-05 1.00e+00 2.00e-04 1.82e-22 1.32e-34 3.39e-35 6.52e-36 
21647.97 3.26e-05 1.00e+00 5.77e-05 1.17e-24 1.34e-34 3.43e-35 6.69e-36 
22447.94 4.36e-05 1.00e+00 2.68e-05 1.40e-25 1.55e-34 3.94e-35 7.78e-36 
23245.88 4.53e-05 1.00e+00 9.03e-06 4.15e-27 1.93e-34 4.89e-35 9.77e-36 
24052.47 3.22e-05 1.00e+00 1.11e-05 7.63e-27 2.36e-34 5.97e-35 1.20e-35 
24867.72 7.68e-05 1.00e+00 1.50e-06 1.77e-27 2.74e-34 6.92e-35 1.41e-35 
25698.86 1.11e-04 1.00e+00 6.50e-07 5.23e-27 3.10e-34 7.80e-35 1.60e-35 
26587.16 1.09e-04 1.00e+00 3.20e-07 8.95e-27 3.52e-34 8.83e-35 1.83e-35 
27637.54 1.81e-04 1.00e+00 1.12e-07 1.26e-26 4.14e-34 1.03e-34 2.17e-35 
28986.97 2.36e-04 1.00e+00 3.87e-08 2.92e-26 5.19e-34 1.29e-34 2.76e-35 
#TIME: 4.49 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 2.92e-18 4.35e-11 4.39e-05 4.62e-01 5.35e-01 2.55e-03 3.01e-08 
999.11 1.64e-19 3.03e-12 5.55e-06 1.76e-01 8.02e-01 2.14e-02 1.13e-06 
1267.34 9.79e-21 2.22e-13 6.07e-07 4.43e-02 8.11e-01 1.45e-01 7.18e-05 
1514.05 1.22e-21 3.04e-14 1.04e-07 1.30e-02 5.92e-01 3.94e-01 1.02e-03 
1808.80 1.47e-22 4.25e-15 1.89e-08 3.79e-03 3.59e-01 6.32e-01 5.10e-03 
1919.29 2.04e-23 6.13e-16 2.97e-09 8.43e-04 1.79e-01 8.01e-01 1.92e-02 
2160.92 2.21e-24 7.99e-17 5.40e-10 2.38e-04 1.03e-01 8.58e-01 3.86e-02 
2292.92 1.37e-25 5.40e-18 4.49e-11 3.08e-05 4.12e-02 8.27e-01 1.31e-01 
2432.98 5.64e-26 2.45e-18 2.37e-11 1.94e-05 3.20e-02 8.11e-01 1.57e-01 
2581.60 2.55e-26 1.24e-18 1.46e-11 1.39e-05 2.64e-02 7.87e-01 1.87e-01 
2739.29 1.37e-26 7.26e-19 9.81e-12 1.06e-05 2.28e-02 7.73e-01 2.04e-01 
2906.62 8.49e-27 4.91e-19 7.58e-12 9.05e-06 2.11e-02 7.61e-01 2.18e-01 
3084.17 5.33e-27 3.40e-19 6.10e-12 8.10e-06 2.01e-02 7.59e-01 2.20e-01 
3272.56 3.05e-27 2.16e-19 4.44e-12 6.67e-06 1.83e-02 7.53e-01 2.28e-01 
3472.46 2.25e-27 1.75e-19 4.05e-12 6.60e-06 1.88e-02 7.71e-01 2.11e-01 
3684.57 1.50e-27 1.31e-19 3.54e-12 6.38e-06 1.90e-02 7.90e-01 1.91e-01 
3909.64 7.63e-28 7.87e-20 2.61e-12 5.41e-06 1.75e-02 7.97e-01 1.86e-01 
4148.46 7.17e-28 7.94e-20 2.85e-12 6.06e-06 1.90e-02 8.20e-01 1.61e-01 
4401.86 1.38e-27 1.45e-19 4.74e-12 9.08e-06 2.41e-02 8.48e-01 1.28e-01 
4670.75 2.39e-27 2.50e-19 8.03e-12 1.42e-05 3.18e-02 8.72e-01 9.65e-02 
4956.05 2.42e-27 2.75e-19 9.27e-12 1.68e-05 3.62e-02 8.85e-01 7.86e-02 
5258.79 2.04e-27 2.58e-19 9.52e-12 1.82e-05 3.88e-02 8.90e-01 7.13e-02 
5580.02 2.62e-27 3.52e-19 1.36e-11 2.56e-05 4.84e-02 8.98e-01 5.39e-02 
5920.87 3.55e-27 4.98e-19 1.94e-11 3.53e-05 5.97e-02 9.02e-01 3.82e-02 
6282.54 4.78e-27 7.04e-19 2.81e-11 4.95e-05 7.35e-02 8.98e-01 2.86e-02 
6666.30 8.22e-27 1.22e-18 4.60e-11 7.51e-05 9.64e-02 8.86e-01 1.80e-02 
7073.50 1.50e-26 2.26e-18 8.47e-11 1.25e-04 1.28e-01 8.61e-01 1.12e-02 
7505.58 2.58e-26 4.20e-18 1.70e-10 2.30e-04 1.80e-01 8.14e-01 5.44e-03 
7964.05 8.85e-26 1.47e-17 5.67e-10 6.24e-04 2.99e-01 6.98e-01 1.80e-03 
8450.53 5.10e-25 8.22e-17 2.74e-09 2.15e-03 5.29e-01 4.69e-01 3.27e-04 
8966.72 2.68e-24 4.13e-16 1.15e-08 6.10e-03 7.45e-01 2.49e-01 4.36e-05 
9514.44 1.98e-23 2.89e-15 6.44e-08 1.96e-02 9.02e-01 7.80e-02 2.14e-06 
10095.62 4.51e-22 5.66e-14 7.95e-07 9.77e-02 8.95e-01 7.76e-03 7.55e-09 
10712.30 1.63e-20 1.74e-12 1.34e-05 4.92e-01 5.08e-01 2.09e-04 2.35e-12 
11366.65 3.72e-19 3.37e-11 1.23e-04 9.43e-01 5.64e-02 3.15e-07 1.14e-17 
12061.10 9.51e-18 7.73e-10 1.12e-03 9.98e-01 1.02e-03 2.69e-11 5.35e-25 
12793.43 4.99e-16 3.32e-08 1.54e-02 9.85e-01 8.29e-06 1.23e-16 9.59e-35 
13528.61 5.81e-14 2.72e-06 2.87e-01 7.13e-01 1.05e-08 1.94e-23 4.65e-39 
14194.74 1.11e-12 3.74e-05 9.07e-01 9.32e-02 3.18e-12 1.03e-31 6.14e-39 
14757.77 6.54e-12 1.51e-04 9.93e-01 6.57e-03 1.70e-15 1.62e-37 9.02e-39 
15240.48 4.14e-11 5.59e-04 9.99e-01 5.05e-04 1.11e-18 7.95e-38 1.17e-38 
15646.99 3.34e-10 2.21e-03 9.98e-01 5.42e-05 2.52e-21 9.47e-38 1.44e-38 
15960.30 2.73e-09 8.12e-03 9.92e-01 4.25e-06 5.04e-25 1.11e-37 1.73e-38 
16187.41 1.82e-08 2.84e-02 9.72e-01 4.27e-07 2.71e-27 1.79e-37 2.83e-38 
16354.17 5.16e-08 5.78e-02 9.42e-01 8.64e-08 7.75e-30 3.05e-37 4.91e-38 
16484.18 9.92e-08 9.14e-02 9.09e-01 2.95e-08 8.63e-32 5.01e-37 8.15e-38 
16593.12 1.30e-07 1.19e-01 8.81e-01 1.11e-08 2.51e-34 7.30e-37 1.20e-37 
16691.99 2.31e-07 1.83e-01 8.17e-01 3.78e-09 4.91e-35 9.54e-37 1.58e-37 
16788.59 3.26e-07 2.32e-01 7.68e-01 2.02e-09 1.50e-35 1.19e-36 1.99e-37 
16888.37 4.80e-07 3.13e-01 6.87e-01 5.03e-10 5.60e-36 1.49e-36 2.49e-37 
16998.79 7.79e-07 4.23e-01 5.77e-01 1.87e-10 7.21e-36 1.91e-36 3.23e-37 
17146.37 1.23e-06 5.53e-01 4.47e-01 5.61e-11 9.68e-36 2.56e-36 4.38e-37 
17415.23 2.36e-06 7.71e-01 2.29e-01 2.70e-12 1.48e-35 3.91e-36 6.79e-37 
17888.12 4.40e-06 9.22e-01 7.78e-02 7.34e-14 3.03e-35 7.94e-36 1.41e-36 
18532.37 8.76e-06 9.87e-01 1.29e-02 2.83e-16 5.47e-35 1.43e-35 2.59e-36 
19260.76 1.32e-05 9.97e-01 2.64e-03 7.18e-19 8.56e-35 2.22e-35 4.11e-36 
20034.10 1.56e-05 9.99e-01 7.94e-04 7.58e-21 1.19e-34 3.07e-35 5.81e-36 
20838.00 2.16e-05 1.00e+00 2.44e-04 1.49e-22 1.41e-34 3.60e-35 6.93e-36 
21647.97 3.50e-05 1.00e+00 7.57e-05 1.23e-23 1.43e-34 3.65e-35 7.12e-36 
22447.94 4.22e-05 1.00e+00 2.97e-05 1.43e-25 1.65e-34 4.19e-35 8.27e-36 
23245.88 6.51e-05 1.00e+00 8.50e-06 3.52e-27 2.05e-34 5.20e-35 1.04e-35 
24052.47 6.77e-05 1.00e+00 2.90e-06 5.55e-28 2.51e-34 6.36e-35 1.28e-35 
24867.72 9.23e-05 1.00e+00 1.36e-06 2.52e-27 2.92e-34 7.37e-35 1.50e-35 
25698.86 9.81e-05 1.00e+00 7.16e-07 4.36e-27 3.29e-34 8.28e-35 1.70e-35 
26587.16 1.40e-04 1.00e+00 2.90e-07 5.47e-27 3.74e-34 9.39e-35 1.95e-35 
27637.54 9.85e-05 1.00e+00 1.33e-07 1.10e-26 4.40e-34 1.10e-34 2.31e-35 
28986.97 1.21e-04 1.00e+00 5.53e-08 3.46e-26 5.52e-34 1.38e-34 2.93e-35 
#TIME: 4.58 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 2.34e-18 3.33e-11 2.83e-05 4.00e-01 5.97e-01 3.81e-03 3.79e-08 
999.11 1.02e-19 2.10e-12 4.40e-06 1.57e-01 8.15e-01 2.80e-02 1.98e-06 
1267.34 7.21e-21 1.75e-13 5.15e-07 4.03e-02 7.97e-01 1.62e-01 1.06e-04 
1514.05 9.05e-22 2.45e-14 9.30e-08 1.22e-02 5.78e-01 4.09e-01 1.26e-03 
1808.80 1.25e-22 3.81e-15 1.83e-08 3.76e-03 3.57e-01 6.33e-01 5.56e-03 
1919.29 1.43e-23 4.67e-16 2.64e-09 7.78e-04 1.69e-01 8.05e-01 2.48e-02 
2160.92 1.90e-24 7.31e-17 5.76e-10 2.51e-04 1.01e-01 8.52e-01 4.67e-02 
2292.92 1.23e-25 5.07e-18 4.56e-11 3.20e-05 4.19e-02 8.28e-01 1.30e-01 
2432.98 4.53e-26 2.14e-18 2.41e-11 2.04e-05 3.23e-02 8.03e-01 1.64e-01 
2581.60 2.49e-26 1.28e-18 1.60e-11 1.54e-05 2.80e-02 7.92e-01 1.79e-01 
2739.29 1.43e-26 7.93e-19 1.13e-11 1.21e-05 2.46e-02 7.78e-01 1.98e-01 
2906.62 9.93e-27 5.85e-19 8.97e-12 1.05e-05 2.31e-02 7.73e-01 2.04e-01 
3084.17 6.36e-27 4.15e-19 7.33e-12 9.58e-06 2.25e-02 7.78e-01 2.00e-01 
3272.56 3.55e-27 2.61e-19 5.45e-12 8.09e-06 2.09e-02 7.74e-01 2.05e-01 
3472.46 2.55e-27 2.07e-19 4.82e-12 7.80e-06 2.10e-02 7.86e-01 1.93e-01 
3684.57 1.76e-27 1.59e-19 4.31e-12 7.66e-06 2.14e-02 8.04e-01 1.75e-01 
3909.64 9.35e-28 9.91e-20 3.29e-12 6.69e-06 2.02e-02 8.17e-01 1.63e-01 
4148.46 8.89e-28 1.00e-19 3.54e-12 7.38e-06 2.17e-02 8.37e-01 1.41e-01 
4401.86 1.55e-27 1.70e-19 5.79e-12 1.10e-05 2.75e-02 8.61e-01 1.12e-01 
4670.75 2.82e-27 3.05e-19 9.86e-12 1.72e-05 3.63e-02 8.82e-01 8.15e-02 
4956.05 2.84e-27 3.33e-19 1.13e-11 2.02e-05 4.07e-02 8.90e-01 6.96e-02 
5258.79 2.36e-27 3.11e-19 1.18e-11 2.23e-05 4.43e-02 8.95e-01 6.08e-02 
5580.02 3.13e-27 4.35e-19 1.70e-11 3.14e-05 5.54e-02 9.01e-01 4.41e-02 
5920.87 4.23e-27 6.12e-19 2.40e-11 4.29e-05 6.74e-02 8.99e-01 3.33e-02 
6282.54 5.56e-27 8.57e-19 3.54e-11 6.15e-05 8.42e-02 8.92e-01 2.34e-02 
6666.30 8.89e-27 1.37e-18 5.45e-11 8.83e-05 1.06e-01 8.78e-01 1.62e-02 
7073.50 1.71e-26 2.69e-18 1.05e-10 1.53e-04 1.44e-01 8.47e-01 9.21e-03 
7505.58 3.36e-26 5.59e-18 2.21e-10 2.89e-04 2.07e-01 7.89e-01 3.95e-03 
7964.05 1.19e-25 2.07e-17 8.08e-10 8.52e-04 3.51e-01 6.47e-01 1.18e-03 
8450.53 6.77e-25 1.11e-16 3.52e-09 2.62e-03 5.77e-01 4.20e-01 2.16e-04 
8966.72 3.37e-24 5.33e-16 1.46e-08 7.29e-03 7.80e-01 2.13e-01 2.73e-05 
9514.44 2.64e-23 3.92e-15 8.49e-08 2.38e-02 9.16e-01 5.99e-02 9.57e-07 
10095.62 5.81e-22 7.53e-14 1.04e-06 1.17e-01 8.78e-01 5.76e-03 3.32e-09 
10712.30 2.08e-20 2.28e-12 1.69e-05 5.53e-01 4.47e-01 1.31e-04 8.02e-13 
11366.65 4.38e-19 4.06e-11 1.43e-04 9.56e-01 4.34e-02 1.67e-07 3.57e-18 
12061.10 1.26e-17 1.05e-09 1.45e-03 9.98e-01 6.20e-04 3.59e-12 1.41e-26 
12793.43 6.16e-16 4.17e-08 1.84e-02 9.82e-01 4.97e-06 3.90e-17 1.92e-36 
13528.61 6.91e-14 3.30e-06 3.26e-01 6.74e-01 7.84e-09 1.15e-23 1.94e-38 
14194.74 1.19e-12 4.08e-05 9.22e-01 7.77e-02 2.30e-12 7.17e-31 2.66e-38 
14757.77 7.16e-12 1.65e-04 9.95e-01 5.17e-03 5.56e-16 6.74e-38 9.59e-39 
15240.48 4.21e-11 5.78e-04 9.99e-01 4.89e-04 6.49e-19 8.44e-38 1.25e-38 
15646.99 3.31e-10 2.23e-03 9.98e-01 4.27e-05 8.92e-22 1.00e-37 1.53e-38 
15960.30 3.05e-09 8.90e-03 9.91e-01 3.74e-06 4.77e-25 1.18e-37 1.84e-38 
16187.41 1.56e-08 2.59e-02 9.74e-01 4.47e-07 6.12e-28 1.90e-37 3.01e-38 
16354.17 4.92e-08 5.79e-02 9.42e-01 9.99e-08 8.22e-30 3.24e-37 5.22e-38 
16484.18 8.91e-08 8.96e-02 9.10e-01 2.82e-08 2.01e-32 5.31e-37 8.66e-38 
16593.12 1.65e-07 1.42e-01 8.58e-01 2.56e-08 3.16e-31 7.76e-37 1.28e-37 
16691.99 2.23e-07 1.78e-01 8.22e-01 4.31e-09 9.48e-35 1.01e-36 1.68e-37 
16788.59 2.93e-07 2.26e-01 7.74e-01 1.58e-09 4.75e-36 1.26e-36 2.11e-37 
16888.37 4.23e-07 2.85e-01 7.15e-01 1.08e-09 5.94e-36 1.57e-36 2.65e-37 
16998.79 7.16e-07 4.07e-01 5.93e-01 2.18e-10 7.65e-36 2.03e-36 3.44e-37 
17146.37 1.24e-06 5.66e-01 4.34e-01 4.43e-11 1.03e-35 2.72e-36 4.66e-37 
17415.23 2.29e-06 7.62e-01 2.38e-01 3.24e-12 1.58e-35 4.16e-36 7.22e-37 
17888.12 4.05e-06 9.20e-01 8.02e-02 5.66e-14 3.22e-35 8.44e-36 1.50e-36 
18532.37 7.92e-06 9.85e-01 1.51e-02 2.46e-16 5.82e-35 1.52e-35 2.75e-36 
19260.76 1.20e-05 9.96e-01 3.93e-03 2.73e-18 9.10e-35 2.36e-35 4.37e-36 
20034.10 1.73e-05 9.99e-01 7.26e-04 9.35e-21 1.27e-34 3.27e-35 6.18e-36 
20838.00 1.93e-05 1.00e+00 2.35e-04 1.10e-22 1.50e-34 3.84e-35 7.37e-36 
21647.97 3.19e-05 1.00e+00 6.19e-05 1.02e-24 1.52e-34 3.89e-35 7.57e-36 
22447.94 3.06e-05 1.00e+00 3.05e-05 1.37e-25 1.75e-34 4.46e-35 8.80e-36 
23245.88 5.29e-05 1.00e+00 1.08e-05 6.14e-27 2.18e-34 5.55e-35 1.10e-35 
24052.47 4.64e-05 1.00e+00 6.16e-06 5.75e-27 2.68e-34 6.77e-35 1.36e-35 
24867.72 4.51e-05 1.00e+00 1.92e-06 4.50e-27 3.11e-34 7.86e-35 1.60e-35 
25698.86 1.02e-04 1.00e+00 1.24e-06 6.17e-27 3.51e-34 8.83e-35 1.81e-35 
26587.16 9.86e-05 1.00e+00 3.24e-07 7.50e-27 3.98e-34 1.00e-34 2.07e-35 
27637.54 1.23e-04 1.00e+00 1.26e-07 1.09e-26 4.68e-34 1.17e-34 2.46e-35 
28986.97 1.61e-04 1.00e+00 5.52e-08 2.70e-26 5.87e-34 1.46e-34 3.12e-35 
#TIME: 4.68 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 8.12e-19 1.34e-11 2.02e-05 3.48e-01 6.40e-01 1.18e-02 1.77e-06 
999.11 8.34e-20 1.79e-12 3.80e-06 1.47e-01 8.24e-01 2.95e-02 2.27e-06 
1267.34 5.59e-21 1.44e-13 4.49e-07 3.78e-02 7.92e-01 1.70e-01 1.16e-04 
1514.05 8.38e-22 2.33e-14 9.01e-08 1.23e-02 5.89e-01 3.98e-01 1.04e-03 
1808.80 1.16e-22 3.71e-15 1.82e-08 3.86e-03 3.68e-01 6.23e-01 4.84e-03 
1919.29 1.56e-23 5.15e-16 2.75e-09 8.28e-04 1.82e-01 7.98e-01 1.88e-02 
2160.92 2.67e-24 1.02e-16 6.91e-10 2.96e-04 1.15e-01 8.50e-01 3.41e-02 
2292.92 1.22e-25 5.21e-18 4.81e-11 3.44e-05 4.47e-02 8.40e-01 1.15e-01 
2432.98 5.57e-26 2.60e-18 2.66e-11 2.24e-05 3.56e-02 8.26e-01 1.38e-01 
2581.60 2.83e-26 1.46e-18 1.76e-11 1.69e-05 3.03e-02 8.08e-01 1.61e-01 
2739.29 1.68e-26 9.45e-19 1.30e-11 1.38e-05 2.73e-02 7.97e-01 1.76e-01 
